Date, Odometer [km], Battery Energy Out (Operating) [kWh], Battery Energy In (Charging)[kWh], Hours Charging [h], Hours Operating [h], Hours Running [h],,,,,,,,,,,,,,,,,
2015-05-22,0.148454861,0.089419666,0,0,0.166666667,0.020277778,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Time Stamp, SOC [%], Battery Current [A], Battery Voltage [V], Battery Power Out (Operating) [kW], Battery Power In (Charging)[kW], Motor Current [AC A rms], Motor Voltage [AC V rms], Motor Controller Capacitor Voltage [V], Vehicle Speed [km/h], Motor Velocity [RPM], Current Highest Priority Fault, Traction State, Maximum Battery Discharge Current [A], Maximum Battery Charge Current [A], Motor Temperature [Celcius], Motor Controller Heatsink Temperature [Celcius], Battery Pack Highest Temperature [Celcius], Batt High Temp ID, Batter Pack Lowest Temperature [Celcius], Batt Low Temp ID, Charging, Operating, Running
13:31:39,48,0.9,314.46,0.283014,0,0,0,312,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:31:40,48,0.9,314.46,0.283014,0,0,0,312.125,0,0,17737,0,250,-100,35,34,0,0,0,0,0,1,0
13:31:41,48,0.9,314.46,0.283014,0,0,0,311.625,0,0,17737,0,250,-100,32,34,0,0,0,0,0,1,0
13:31:42,48,0.9,314.46,0.283014,0,0,0,312.5,0,0,17737,0,250,-100,35,34,0,0,0,0,0,1,0
13:31:43,48,0.9,314.46,0.283014,0,0,0,311.3125,0,0,17737,0,250,-100,28,34,0,0,0,0,0,1,0
13:31:44,48,0.9,314.46,0.283014,0,0,0,312.9375,0,0,17737,0,250,-100,28,34,0,0,0,0,0,1,0
13:31:45,48,0.9,314.47,0.283023,0,0,0,312.125,0,0,17737,0,250,-100,30,34,0,0,0,0,0,1,0
13:31:46,48,0.9,314.47,0.283023,0,0,0,311.625,0,0,17737,0,250,-100,32,34,0,0,0,0,0,1,0
13:31:47,48,0.9,314.47,0.283023,0,0,0,312,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:31:48,48,0.9,314.47,0.283023,0,0,0,312.375,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:31:49,48,0.9,314.47,0.283023,0,0,0,311.75,0,0,17737,0,250,-100,33,34,0,0,0,0,0,1,0
13:31:50,48,0.9,314.48,0.283032,0,0,0,312.5,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:31:51,48,0.9,314.47,0.283023,0,0,0,311.875,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:31:52,48,0.9,314.48,0.283032,0,0,0,311.4375,0,0,17737,0,250,-100,31,34,0,0,0,0,0,1,0
13:31:53,48,0.8,314.48,0.251584,0,0,0,312.375,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:31:54,48,0.9,314.48,0.283032,0,0,0,312.5,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:31:55,48,0.9,314.48,0.283032,0,0,0,311.875,0,0,17737,0,250,-100,30,34,0,0,0,0,0,1,0
13:31:56,48,0.9,314.47,0.283023,0,0,0,311.75,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:31:57,48,0.9,314.48,0.283032,0,0,0,312,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:31:58,48,0.8,314.48,0.251584,0,0,0,311.875,0,0,17737,0,250,-100,30,34,0,0,0,0,0,1,0
13:31:59,48,0.9,314.49,0.283041,0,0,0,311.3125,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:00,48,0.9,314.48,0.283032,0,0,0,312.5,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:32:01,48,0.9,314.49,0.283041,0,0,0,311.625,0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0
13:32:02,48,0.9,314.5,0.28305,0,0,0,312,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:32:03,48,0.9,314.49,0.283041,0,0,0,312.625,0,0,17737,0,250,-100,33,34,0,0,0,0,0,1,0
13:32:04,48,0.9,314.5,0.28305,0,0,0,312.8125,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:05,48,0.9,314.49,0.283041,0,0,0,312.5,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:32:06,48,0.9,314.49,0.283041,0,0,0,312.375,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:07,48,0.9,314.51,0.283059,0,0,0,312.25,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:08,48,0.9,314.5,0.28305,0,0,0,311.875,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:09,48,0.9,314.5,0.28305,0,0,0,312.375,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:10,48,0.9,314.51,0.283059,0,0,0,311.625,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:32:11,48,0.9,314.5,0.28305,0,0,0,311.5,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:32:12,48,0.9,314.51,0.283059,0,0,0,311.75,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:13,48,0.9,314.51,0.283059,0,0,0,312.625,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:14,48,0.9,314.52,0.283068,0,0,0,311.4375,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:32:15,48,0.9,314.51,0.283059,0,0,0,312.5,0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0
13:32:16,48,0.9,314.51,0.283059,0,0,0,312.375,0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0
13:32:17,48,0.9,314.51,0.283059,0,0,0,312.125,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:32:18,48,0.9,314.52,0.283068,0,0,0,312,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:32:19,48,0.9,314.51,0.283059,0,0,0,312,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:32:20,48,0.9,314.52,0.283068,0,0,0,312.25,0,0,17737,0,250,-100,28,33,0,0,0,0,0,1,0
13:32:21,48,0.9,314.51,0.283059,0,0,0,311.875,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:32:22,48,0.8,314.52,0.251616,0,0,0,312,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:32:23,48,0.9,314.51,0.283059,0,0,0,312.8125,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:24,48,0.9,314.52,0.283068,0,0,0,312.8125,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:25,48,0.9,314.51,0.283059,0,0,0,312.125,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:32:26,48,0.9,314.51,0.283059,0,0,0,312.5,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:32:27,48,0.9,314.52,0.283068,0,0,0,312.375,0,0,17737,0,250,-100,27,33,0,0,0,0,0,1,0
13:32:28,48,0.9,314.52,0.283068,0,0,0,312.125,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:32:29,48,0.9,314.53,0.283077,0,0,0,312.625,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:32:30,48,0.9,314.52,0.283068,0,0,0,311.875,0,0,17737,0,250,-100,27,33,0,0,0,0,0,1,0
13:32:31,48,0.9,314.53,0.283077,0,0,0,312.25,0,0,17737,0,250,-100,26,33,0,0,0,0,0,1,0
13:32:32,48,0.9,314.52,0.283068,0,0,0,312.125,0,0,17737,0,250,-100,28,33,0,0,0,0,0,1,0
13:32:33,48,0.9,314.53,0.283077,0,0,0,312.25,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:32:34,48,0.9,314.53,0.283077,0,0,0,312.375,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:35,48,0.9,314.53,0.283077,0,0,0,311.875,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:32:36,48,0.9,314.54,0.283086,0,0,0,311.625,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:32:37,48,0.9,314.54,0.283086,0,0,0,313.0625,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:38,48,0.9,314.54,0.283086,0,0,0,312.125,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:32:39,48,0.9,314.54,0.283086,0,0,0,311.3125,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:32:40,48,0.9,314.54,0.283086,0,0,0,311.875,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:32:41,48,0.9,314.55,0.283095,0,0,0,312.125,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:42,48,0.9,314.55,0.283095,0,0,0,311.875,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:32:43,48,0.9,314.55,0.283095,0,0,0,312.25,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:32:44,48,0.9,314.54,0.283086,0,0,0,311.875,0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0
13:32:45,48,0.9,314.55,0.283095,0,0,0,311.5,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:32:46,48,0.9,314.55,0.283095,0,0,0,312.25,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:32:47,48,0.9,314.55,0.283095,0,0,0,312.125,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:48,48,0.9,314.55,0.283095,0,0,0,311.625,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:32:49,48,0.9,314.55,0.283095,0,0,0,311.75,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:32:50,48,0.9,314.54,0.283086,0,0,0,311.625,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:32:51,48,0.9,314.55,0.283095,0,0,0,312.25,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:52,48,0.9,314.55,0.283095,0,0,0,312.25,0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0
13:32:53,48,0.9,314.55,0.283095,0,0,0,312.375,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:32:54,48,0.9,314.55,0.283095,0,0,0,312.125,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:32:55,48,0.9,314.56,0.283104,0,0,0,312.625,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:32:56,48,0.9,314.57,0.283113,0,0,0,311.625,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:32:57,48,0.9,314.56,0.283104,0,0,0,311.875,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:32:58,48,0.9,314.57,0.283113,0,0,0,312.375,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:32:59,48,0.9,314.56,0.283104,0,0,0,312.25,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:00,48,0.9,314.56,0.283104,0,0,0,311.625,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:01,48,0.9,314.56,0.283104,0,0,0,312.375,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:33:02,48,0.9,314.58,0.283122,0,0,0,311.625,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:33:03,48,0.9,314.57,0.283113,0,0,0,312.375,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:33:04,48,0.9,314.55,0.283095,0,0,0,311.75,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:33:05,48,0.9,314.57,0.283113,0,0,0,312.5,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:33:06,48,0.9,314.57,0.283113,0,0,0,312,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:07,48,0.9,314.56,0.283104,0,0,0,312.125,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:08,48,0.9,314.57,0.283113,0,0,0,312.8125,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:09,48,0.9,314.57,0.283113,0,0,0,312.25,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:10,48,0.9,314.56,0.283104,0,0,0,311.625,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:33:11,48,0.9,314.57,0.283113,0,0,0,312.25,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:33:12,48,0.9,314.57,0.283113,0,0,0,312.625,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:33:13,48,0.9,314.58,0.283122,0,0,0,312.25,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:33:14,48,0.9,314.57,0.283113,0,0,0,312.625,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:15,48,0.9,314.57,0.283113,0,0,0,313.1875,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:33:16,48,0.9,314.57,0.283113,0,0,0,312.25,0,0,17737,0,250,-100,36,33,0,0,0,0,0,1,0
13:33:17,48,0.9,314.57,0.283113,0,0,0,311.75,0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0
13:33:18,48,0.9,314.58,0.283122,0,0,0,312.125,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:33:19,48,0.9,314.58,0.283122,0,0,0,312.25,0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0
13:33:20,48,0.9,314.57,0.283113,0,0,0,311.625,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:33:21,48,0.9,314.57,0.283113,0,0,0,312.375,0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0
13:33:22,48,0.9,314.58,0.283122,0,0,0,312.75,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:33:23,48,0.9,314.58,0.283122,0,0,0,312.9375,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:24,48,0.9,314.58,0.283122,0,0,0,311.875,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:33:25,48,0.9,314.59,0.283131,0,0,0,311.875,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:33:26,48,0.9,314.59,0.283131,0,0,0,312.625,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:27,48,0.9,314.59,0.283131,0,0,0,311.625,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:28,48,0.9,314.59,0.283131,0,0,0,312.125,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:33:29,48,0.9,314.6,0.28314,0,0,0,312.5,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:33:30,48,0.9,314.58,0.283122,0,0,0,312.25,0,0,17737,0,250,-100,26,33,0,0,0,0,0,1,0
13:33:31,48,0.9,314.59,0.283131,0,0,0,311.75,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:33:32,48,0.9,314.6,0.28314,0,0,0,312.9375,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:33:33,48,0.9,314.59,0.283131,0,0,0,312,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:34,48,0.9,314.59,0.283131,0,0,0,312.375,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:35,48,0.9,314.6,0.28314,0,0,0,311.75,0,0,17737,0,250,-100,28,33,0,0,0,0,0,1,0
13:33:36,48,0.9,314.6,0.28314,0,0,0,311.75,0,0,17737,0,250,-100,26,33,0,0,0,0,0,1,0
13:33:37,48,0.9,314.59,0.283131,0,0,0,312,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:33:38,48,0.9,314.6,0.28314,0,0,0,312,0,0,17737,0,250,-100,26,33,0,0,0,0,0,1,0
13:33:39,48,0.9,314.61,0.283149,0,0,0,312.25,0,0,17737,0,250,-100,28,33,0,0,0,0,0,1,0
13:33:40,48,0.9,314.6,0.28314,0,0,0,312,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:33:41,48,0.9,314.59,0.283131,0,0,0,311.5,0,0,17737,0,250,-100,27,33,0,0,0,0,0,1,0
13:33:42,48,0.9,314.6,0.28314,0,0,0,312.9375,0,0,17737,0,250,-100,28,33,0,0,0,0,0,1,0
13:33:43,48,0.9,314.6,0.28314,0,0,0,312.375,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:33:44,48,0.9,314.6,0.28314,0,0,0,311.75,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:45,48,0.9,314.6,0.28314,0,0,0,312.5,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:46,48,0.9,314.59,0.283131,0,0,0,311.875,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:33:47,48,0.9,314.61,0.283149,0,0,0,312.625,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:48,48,0.9,314.6,0.28314,0,0,0,312.75,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:33:49,48,0.9,314.61,0.283149,0,0,0,312.625,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:33:50,48,0.9,314.61,0.283149,0,0,0,311.875,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:51,48,0.9,314.61,0.283149,0,0,0,312.9375,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:33:52,48,0.9,314.6,0.28314,0,0,0,312.375,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:33:53,48,0.9,314.61,0.283149,0,0,0,312.125,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:33:54,48,0.9,314.62,0.283158,0,0,0,311.75,0,0,17737,0,250,-100,26,33,0,0,0,0,0,1,0
13:33:55,48,0.9,314.61,0.283149,0,0,0,312.375,0,0,17737,0,250,-100,28,33,0,0,0,0,0,1,0
13:33:56,48,0.9,314.62,0.283158,0,0,0,312.125,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:33:57,48,0.9,314.61,0.283149,0,0,0,312.375,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:58,48,0.9,314.61,0.283149,0,0,0,311.75,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:33:59,48,0.9,314.62,0.283158,0,0,0,313.3125,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:34:00,48,0.9,314.61,0.283149,0,0,0,311.1875,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:34:01,48,0.9,314.61,0.283149,0,0,0,312,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:34:02,48,0.9,314.62,0.283158,0,0,0,312.375,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:34:03,48,0.9,314.62,0.283158,0,0,0,312.125,0,0,17737,0,250,-100,28,33,0,0,0,0,0,1,0
13:34:04,48,0.8,314.62,0.251696,0,0,0,312.375,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:34:05,48,0.9,314.61,0.283149,0,0,0,312,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:34:06,48,0.9,314.61,0.283149,0,0,0,311.625,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:34:07,48,0.9,314.62,0.283158,0,0,0,311.75,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:34:08,48,0.9,314.63,0.283167,0,0,0,312.9375,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:34:09,48,0.9,314.61,0.283149,0,0,0,311.75,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:34:10,48,0.9,314.61,0.283149,0,0,0,312.625,0,0,17737,0,250,-100,26,33,0,0,0,0,0,1,0
13:34:11,48,0.9,314.62,0.283158,0,0,0,312.125,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:34:12,48,0.9,314.62,0.283158,0,0,0,311.5,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:34:13,48,0.9,314.63,0.283167,0,0,0,312.625,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:34:14,48,0.9,314.61,0.283149,0,0,0,313.0625,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:34:15,48,0.9,314.62,0.283158,0,0,0,311.75,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:34:16,48,0.9,314.61,0.283149,0,0,0,312.625,0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0
13:34:17,48,0.9,314.62,0.283158,0,0,0,312.25,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:34:18,48,0.9,314.62,0.283158,0,0,0,312.625,0,0,17737,0,250,-100,37,33,0,0,0,0,0,1,0
13:34:19,48,0.9,314.62,0.283158,0,0,0,312.375,0,0,17737,0,250,-100,36,33,0,0,0,0,0,1,0
13:34:20,48,0.9,314.62,0.283158,0,0,0,312.25,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:34:21,48,0.9,314.63,0.283167,0,0,0,311.75,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:34:22,48,0.9,314.63,0.283167,0,0,0,312.75,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:34:23,48,0.9,314.63,0.283167,0,0,0,312.25,0,0,17737,0,250,-100,25,33,0,0,0,0,0,1,0
13:34:24,48,0.9,314.63,0.283167,0,0,0,311.625,0,0,17737,0,250,-100,27,33,0,0,0,0,0,1,0
13:34:25,48,0.8,314.64,0.251712,0,0,0,312.375,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:34:26,48,0.9,314.63,0.283167,0,0,0,312.125,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:34:27,48,0.9,314.63,0.283167,0,0,0,312.5,0,0,17737,0,250,-100,28,33,0,0,0,0,0,1,0
13:34:28,48,0.9,314.63,0.283167,0,0,0,312,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:34:29,48,0.9,314.63,0.283167,0,0,0,312.9375,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:34:30,48,0.9,314.63,0.283167,0,0,0,312.9375,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:34:31,48,0.9,314.63,0.283167,0,0,0,311.625,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:34:32,48,0.9,314.64,0.283176,0,0,0,311.875,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:34:33,48,0.9,314.63,0.283167,0,0,0,312,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:34:34,48,0.9,314.63,0.283167,0,0,0,312.625,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:34:35,48,0.9,314.63,0.283167,0,0,0,312.375,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:34:36,48,0.9,314.64,0.283176,0,0,0,312.5,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:34:37,48,0.9,314.64,0.283176,0,0,0,312.5,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:34:38,48,0.9,314.64,0.283176,0,0,0,312.25,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:34:39,48,0.9,314.64,0.283176,0,0,0,311.875,0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0
13:34:40,48,0.9,314.64,0.283176,0,0,0,312.125,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:34:41,48,0.8,314.64,0.251712,0,0,0,312.125,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:34:42,48,0.9,314.64,0.283176,0,0,0,311.75,0,0,17737,0,250,-100,24,33,0,0,0,0,0,1,0
13:34:43,48,0.9,314.64,0.283176,0,0,0,312.125,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:34:44,48,0.9,314.65,0.283185,0,0,0,312.125,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:34:45,48,0.9,314.65,0.283185,0,0,0,312.625,0,0,17737,0,250,-100,27,33,0,0,0,0,0,1,0
13:34:46,48,0.9,314.65,0.283185,0,0,0,313.0625,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:34:47,48,0.9,314.64,0.283176,0,0,0,312.75,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:34:48,48,0.9,314.65,0.283185,0,0,0,312.9375,0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0
13:34:49,48,0.9,314.65,0.283185,0,0,0,311.4375,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:34:50,48,0.9,314.64,0.283176,0,0,0,312,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:34:51,48,0.9,314.64,0.283176,0,0,0,312.375,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:34:52,48,0.9,314.64,0.283176,0,0,0,312.25,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:34:53,48,0.9,314.65,0.283185,0,0,0,312.5,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:34:54,48,0.9,314.65,0.283185,0,0,0,312.75,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:34:55,48,0.9,314.66,0.283194,0,0,0,313.0625,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:34:56,48,0.9,314.64,0.283176,0,0,0,312.125,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:34:57,48,0.9,314.65,0.283185,0,0,0,311.75,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:34:58,48,0.9,314.65,0.283185,0,0,0,311.5,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:34:59,48,0.9,314.65,0.283185,0,0,0,311.875,0,0,17737,0,250,-100,28,33,0,0,0,0,0,1,0
13:35:00,48,0.9,314.65,0.283185,0,0,0,311.625,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:35:01,48,0.9,314.65,0.283185,0,0,0,312.25,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:35:02,48,0.9,314.66,0.283194,0,0,0,312,0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0
13:35:03,48,0.9,314.66,0.283194,0,0,0,311.875,0,0,17737,0,250,-100,28,33,0,0,0,0,0,1,0
13:35:04,48,0.8,314.65,0.25172,0,0,0,311.4375,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:35:05,48,0.9,314.65,0.283185,0,0,0,311.875,0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0
13:35:06,48,0.9,314.66,0.283194,0,0,0,312.125,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:35:07,48,0.9,314.66,0.283194,0,0,0,312.125,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:35:08,48,0.9,314.66,0.283194,0,0,0,312.5,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:35:09,48,0.9,314.66,0.283194,0,0,0,311.75,0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0
13:35:10,48,0.9,314.66,0.283194,0,0,0,312.125,0,0,17737,0,250,-100,29,33,0,0,0,0,0,1,0
13:35:11,48,0.9,314.65,0.283185,0,0,0,312.125,0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0
13:35:12,48,0.9,314.66,0.283194,0,0,0,311.625,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
13:35:13,48,0.9,314.65,0.283185,0,0,0,312.375,0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0
